,ID,Name,Type
2074,407,The Girl as Flower,"(Including the previous Types 407A, 407B, 652A, and 702B*.) This tale exists chiefly in three different forms: (1) A girl (woman, fairy) has been transformed into a flower (twig, bush, tree, fruit) (transforms herself) [D212]. A man (her predestined lover) breaks a stalk and the flower changes back into a girl [D711.4] (he takes the girl in the form of a flower on a journey with him and transforms it afterwards). He marries her [T101] (sometimes her vegetable clothing has to be burned). Cf. Type 652. (2) After a hasty wish, a woman gives birth to a twig (bush, fruit) [T513, T555], plants it in a pot, and cares for it as for a child. A prince is irresistibly drawn to the plant and becomes love-sick [T24.1]. He obtains the plant. During the night a girl comes out of it, eats, and makes love with him. When the prince has to go to war, the girl stays in the plant. The prince attaches a bell to the plant which he will ring when he wants to call the girl. An envious woman (fiance) signals the girl to come. She appears and is killed, and her plant is destroyed. A compassionate woman resuscitates the girl [E0], and the rival is punished. (Previously Types 407A and 652A. Because of its structural similarity, also the previous Type 702B* is integrated here.) (3) A beautiful girl wants to have a lover, even if he is the devil (a dead man) [C15]. The devil comes in the form of an attractive man (with animal feet). She follows him and sees him eating corpses in a church [G20.1]. Several times she is asked whether she had seen anything. She denies this repeatedly, even when the devil kills her sister, mother, and father. At last she herself dies. Because she had made special arrangements for her funeral, the devil cannot find her. Cf. Types 363, 1476B. From her grave grows a beautiful flower (lily, rose, tulip) [E631.1] which only her predestined husband (nobleman, prince) is able to pick. Because she has to eat, at night she becomes a beautiful woman. Her husband takes her as his wife (often on the condition that he may not talk about her or present her in public, so that the devil will not be able to find her). The couple succeeds in tricking or killing the devil (the devil takes the woman to hell). (Previously Type 407B.)"
2075,408,The Three Oranges,"A prince insolently breaks an old womans jar (makes her angry in another way). She utters a curse: he is to fall in love with three oranges (lemons, other fruits, girls of magic origin) [S375]. The prince sets out on a (sometimes very long) quest during which he is given directions, advice, and help to overcome obstacles. The prince finds the fruits in a garden (castle). When he opens them, out of each comes a beautiful, often naked, young woman who asks for water (comb, mirror, towel, clothes, etc.)[D721.5]. The prince can give only the third woman what she asks for, and the other girls die (disappear, return into the fruits). The prince hides the woman on a tree besides a fountain while he goes to get clothes (carriage, company) for her. An ugly black woman (Gypsy woman, witch) comes to get water. She thinks that the reflection of the Orange Girl is her own [J1791.6.1], and breaks her water jar because she thinks she is too beautiful to carry water. The Orange Girl laughs, and the black woman discovers her. The black woman succeeds in taking the Orange Girls place (two different versions). The prince returns, and though he is astonished at the sudden change (excuses: sunburn, influences of wind and weather), he marries the false bride. (1) The black woman pushes the Orange Girl into the water [K1911.2.2], where she changes into a fish [D170] (bird [D150]). The false bride demands that it be killed, but from its remains grows a tree. She demands it be felled, but an old woman (man) takes away a splinter (log) [D610]. Out of this once again comes the Orange Girl, who secretly does the old womans housework. The old woman finds the girl and adopts her. The prince recognizes her when he hears her life history (when the girl tends one of his horses) [K1911.3]. (2) The black woman combs (louses) the Orange Girl and sticks a magic needle into her head. The girl changes into a dove [D150] and flies to the castle. The gardener (cook) hears the birds song asking about the prince and his black wife. The dove is captured and the prince is much pleased with it. He finds the magic needle and removes it, and thus the dove changes back into the Orange Girl [K1911.3]. Cf. Type 452B*. After the couples reunion, the false bride is punished (sentenced to a cruel death; she often pronounces her own judgment)."
2076,409,The Girl as Wolf,"An evil stepmother substitutes her own daughter for her married step daughter and transforms the stepdaughter into a wolf (lynx, fox) [D113.1], which hides in the forest. Every day the wolf comes, throws off her animal skin, and suckles her child (the child is brought to the forest). The childs father observes this, recognizes his beloved wife and (on the advice of a magician) burns her animal skin. Thus she is restored to human form [D721.3]. The stepmother and her daughter are executed [Q261]. Cf. Type 403."
2077,409A,The Girl as Goat,"(Including the previous Types 413A* and 413B*.) A childless woman wants a child even if it is only an animal. She bears a girl with an animal form (goat, jackdaw, pig, fish, etc.)[T554]. (An old woman finds a magic pumpkin which, at night, turns into a beautiful woman who cleans her house.) A youth (prince) observes the girl when she (while washing clothes, etc.)has removed her animal skin. He proposes to her and marries her [T111]. His mother disapproves of the marriage and torments the girl (who often plays a trick on her). Three times the girl appears at a festival in her human form, is admired, and dances. Twice she escapes and assumes her goat form. The third time the youth destroys the goat covering and disenchants the girl. Cf. Type 510A. In some variants, another young man decides to get married in the same way. But he is disappointed: his wife, a little pig, never changes into a girl."
2078,409A*,The Girl as Snake (previously Snake Princess is Disenchanted),"A snake which is pulled out of a fire turns into a woman and marries her rescuer. The husband promises never to call his wife snake. When he breaks this promise, the woman changes back into a snake and disappears (is once again delivered by her son-in-law)."
2079,409B*,The Promised Supernatural Wife (previously Child Weeping in his Mothers Womb is Promised Supernatural Wife),"An unborn boy who came into a womans womb by magic conception begins to weep [T575.1]. When someone promises him a supernatural being (fairy) as his wife, he stops crying and is willing to be born. The boy grows up very fast and sets out on a quest for the girl. With the help of supernatural beings he finds her. They marry [T111]."
2080,410,"Sleeping Beauty (Dornrschen, La bella addormentata",") (Announced by a frog [B211.7.1], B493.1) a daughter is born to a royal couple. A fairy (wise woman) who has not been invited to the celebration (baptism) utters a curse that the princess (on her 15th birthday) will die of a wound from a spindle (needle, fiber of flax) [F361.1.1, F316, G269.4, M341.2.13]. Another fairy changes the death sentence into a long (hundred-year) sleep [F316.1]. The king orders that every spindle (needle) in his empire be destroyed; but, because one of them has been overlooked, the prophecy is fulfilled [M370]: The girl meets an old woman who is spinning in a hidden chamber, pricks her finger with the spindle, and sinks, together with the whole court, into a magic sleep [D1364.17, D1960.3, F771.4.4, F771.4.7]. Around the castle grows a hedge of thorns [D1967.1] (the girl is enclosed in a tower). At the end of the appointed time, a youth (prince) breaks through the hedge [N711.2] and awakens the princess with a kiss [D735, D1978.5] (he impregnates her; she gives birth to two children, one of whom sucks the fiber out of her finger and thus disenchants her). In some variants the prince takes his wife and children to his family. During his absence the evil mother-in-law asks the cook to slaughter and roast the woman and the children. The cook disobeys, and the mother-in-law demands that the three be thrown into a tub full of poisonous toads and snakes. Unexpectedly the prince returns home, and the mother-in-law herself jumps into the tub."
2081,410*,The Petrified Kingdom,"A soldier comes to a kingdom where everything has been turned to stone. He spends three successive nights in a castle which is inhabited by evil spirits (devils), without succumbing to fear. All the kingdom revives, and the soldier marries the princess. Cf. Types 304, 307."
2082,411,The King and the Lamia,"A king sees a lovely girl who is actually a snake-woman [B29.1], falls in love, and marries her. Little by little the kings health deteriorates. A fakir tells him to feed his wife salty food and to stay up at night and watch her. The wife assumes her snake form and goes for water. An oven is heated red-hot and the snake is pushed in. A pebble is found in the ashes: Anything that it touches turns into gold [D1469.10.1]."
2083,412,The Maiden (Youth) with a Separable Soul in a Necklace,"Cf. Types 302, 403, 425. A maidens life depends upon her necklace [E711.4] which she must keep safe. She marries a prince. When a jealous girl (stepmother, stranger) steals the necklace, the bride seemingly dies and the jealous girl takes her place. The body of the seemingly dead woman is placed in a church (temple). She comes to life whenever her rival takes off the necklace. The prince finds the body of his wife and recovers the necklace (a son is born who recovers the necklace). The impostor is punished. In some variants, a prince whose soul is in a necklace [E711.4] seemingly dies when the necklace is stolen (by his stepmother). A woman marries the prince and recovers the necklace."
2084,413,The Stolen Clothing (previously Marriage by Stealing Clothing),"A youth comes upon a holy man (old woman) in the forest [N825]. He is told not to go in a certain direction, but when he does so [Z211], he sees three beautiful maidens bathing. The holy man agrees to help him, turns him into a bird, tells him to steal the clothes of one of the bathing girls [K1335], and warns him not to look back under any circumstances [C311]. The first time he does look back and is burned to a pile of ashes. The holy man restores him [E121.5], and the youth succeeds on his second attempt. Cf. Types 400, 408."
2085,300,The Dragon-Slayer,"A youth acquires (e.g. by exchange) three wonderful dogs [B421, B312.2]. He comes to a town where people are mourning and learns that once a year a (seven-headed) dragon [B11.2.3.1] demands a virgin as a sacrifice [B11.10, S262]. In the current year, the kings daughter has been chosen to be sacrificed, and the king offers her as a prize to her rescuer [T68.1]. The youth goes to the appointed place. While waiting to fight with the dragon, he falls into a magic sleep [D1975], during which the princess twists a ring (ribbons) into his hair; only one of her falling tears can awaken him [D1978.2]. Together with his dogs, the youth overcomes the dragon [B11.11, B524.1.1, R111.1.3]. He strikes off the dragons heads and cuts out the tongues (keeps the teeth) [H105.1]. The youth promises the princess to come back in one year (three years) and goes off. An impostor (e.g. the coachman) takes the dragons heads, forces the princess to name him as her rescuer [K1933], and claims her as his reward [K1932]. The princess asks her father to delay the wedding. Just as the princess is about to marry the impostor, the dragon-slayer returns. He sends his dogs to get some food from the kings table and is summoned to the wedding party [H151.2]. There the dragon-slayer proves he was the rescuer by showing the dragons tongues (teeth) [H83, H105.1]. The impostor is condemned to death, and the dragon-slayer marries the princess. Cf. Types 301, 303, 314, 315, 502, 530, 554."
