,ID,Name,Type
352,1339F,Frog Eaten as Herring,"A fool buys a herring and is told to cut its head off before he eats it. He loses it in the grass (it falls out of his hand). Instead of the fish, the fool picks up a live frog and eats it: Croak if you want, but Ill eat you anyway! [J1761.7]. Cf. Type 1319J*. In Bulgarian variants, the fool buys soap (a frog) instead of cheese (ham). Even though the soap makes lather, he eats it, saying, If you foam, or if you dont, I paid for you and Im going to eat you!"
353,1339G,The Relative in the Urn,"(During the years after World War II), a family gets a parcel from the U.S. (other western country, Australia) containing among other foods a box filled with an unknown powder. The family members mistake the powder for a certain sort of flour (special spice, instant drink), use it to bake a cake (scatter it on the food, dissolve it in milk) and enjoy the meal (drink). A few days later they get a letter telling them that the box contained the ashes of a relative whom they might want to bury [Cf. X21]."
354,1341,Fools Warn Thief what Not to Steal,"A fool (fools) explains to a stranger (strangers) where in the house his valuables (e.g. food, money) are kept and where the key can be found. He warns the stranger not to steal. The stranger uses the key and steals the valuables [J2091]. In some variants, a fool tells a thief to come back later because the inhabitants of the house are still awake [J1392.2.1]. Cf. Type 1577*."
355,1341A,The Fool and the Robbers,"(Including the previous Type 1341B*.) This tale exists chiefly in three different forms: (1) Robbers stumble over a fool lying on the ground and wonder, What is this, a log The fool answers, Does a log have five annas in its pocket When the robbers have taken away his money, the fool says, Ask the merchant in the tree if my money is good. Thus the thieves rob the merchant, too [J2356]. Cf. Type 1577*. (2) Three numskulls hide when they see thieves coming. The thieves find one of them, kill him, and wonder why his blood is so dark (red). On hearing this remark, the second numskull explains from his hiding place that it is because he has eaten blackberries (prickly pears). When the second numskull is killed, the thieves remark, If this one had not spoken we would not have found him. The third explains aloud, Thats why I didnt say anything. The thieves kill him, too [J581, J2136]. (3) Two foolish slaves are recaptured because of their talkativeness [J581, J2136]. (Previously Type 1341B*.)"
356,1341A*,Thief as Dog,"(Including the previous Type 1363*.) A thief enters a house to steal but stumbles over an object. The husband wonders what the noise is. The wife says that it is probably the dog. Thus the thief crouches like a dog and says, It is me, the dog. Cf. Type 1419F. In some variants, two boys spend the night in a girls house because of bad weather. The father hears one boy in bed with the girl and asks, Who is there The boy meows like a cat and the father is satisfied. The second boy has the same experience. When the father asks again, Who is there the boy answers, It is me, the second cat. (Previously Type 1363*.)"
357,1341B,The Lord is Risen,"A clergyman hides his money beneath the altar (in the monstrance) and leaves as a marker, The Lord is in this place. A thief (the sexton) takes the money and leaves the statement: He is risen and is no longer here. [J1399.1]. In some variants, a fool hides his money under a stone with the inscription, Here it is. Another person finds the money and takes it, leaving the message, Here it is not. [J2091.1]."
358,1341C,Robbers Commiserated,"A thief (thieves) visits the home of a man at night and cannot find anything of value to steal. The master of the house wakes up in his bed and tells the thief, What you are looking for in this house in the dark, I even cannot find in the daylight. [J1392.2]."
359,1341D,The Thief and the Moonlight,"A thief climbs to the roof of a house, hoping to steal something. The owner hears him and speaks to his wife loudly enough that the thief can hear, telling her the following story: Once he himself had tried to steal something by climbing through a window in a roof. He said a spell (prayer) so that the inhabitants would stay asleep. Then he let himself into the house by sliding down a ray of moonlight and stole what he wanted. The thief on the roof copies this and says the spell. The man and his wife snore loudly, pretending to be asleep. When the thief tries to slide down the ray of moonlight into the house, he falls and breaks his leg. He is beaten (hanged) [K1054]."
360,1342,Warming Hands and Cooling Soup with Same Breath,"During a cold winter, a satyr (wood spirit) meets a man (boy) who is cold and accommodates him in his cave. The satyr watches the man blowing in his hand and is told that in this way he wants to warm his numb fingers. When the satyr serves up a meal, his guest blows on the food and explains that he wants to cool it. The satyr is afraid of this strange human behavior, blowing hot and cold in the same manner, and chases the man away."
361,1343,Hanging Game,"(Including the previous Type 1066.) (Two) fools (children) want to try out how it feels to be hanged. They agree that one of them (shall tie a blade of straw or thread around his neck and) shall be pulled up, while his comrades shall take care to get him down in time (when the hanging man whistles). During the trial, a wolf (devil in the form of a hare) passes by, the fools run after it, and forget to watch their hanging comrade. He dies. (The hanging man tries to whistle, but no sound can be heard. The others tell him that it might not be enough just to purse his lips.) [N334.2]."
362,1343*,The Children Play at Hog-killing,"(Previously Type 2401.) This tale combines a common introduction with either of two main parts. Introduction: Children, having seen a hog being slaughtered, play at slaughtering. The child who plays the butcher kills the child who plays the hog with a knife [N334.1]. Main parts: (1) After this, the children hide in the oven. They are burned to death when their mother lights it to heat the room. (Or, the angry mother chokes the culprit. Meanwhile the baby drowns in the bath tub, and the mother hangs herself. The father comes home and dies of grief.) (2) The murderer is taken to court. In order to decide whether he is guilty or innocent, a wise man says that he should be offered a choice between an apple and a piece of gold. The child chooses the apple and is declared to be innocent."
363,1344,Lighting a Fire from the Sparks from a Box on the Ear,"A numskull wants to light a fire from the sparks of a slap. Cf. Types 1246, 1372."
364,1345,Greasing the Judges Palms,A foolish woman (foolish farmer) who is involved in a lawsuit is advised to grease the judges palms. She takes it literally and greases the judges palms using a sweet-scented oil (melted butter) [J2475]. The judge recognizes the womans stupidity and tells her that now he needs some yards of linen to dry his hands. The woman goes for the linen and the judge says that drying was more helpful than greasing. Cf. Type 1861A.
365,1346,The House Without Food or Drink,"A boy (fool and his son) hears a woman on the street mourning her dead husband, He goes to the place where there is darkness and nothing to eat or drink. The frightened boy rushes home and tells his master that they are bringing a corpse to their house. (The son supposes, They must be coming to our house.) [J2483]."
366,1346A*,"Guess how Many Eggs I Have and you shall Get all Seven! A fool (farmer) says to his companion, If you can tell me how many eggs I have in my bag (young pigs my sow brought forth) you will get all seven (four, ten)",[J2712.2].
367,1347,Living Crucifix Chosen,"Foolish people order a new crucifix. The artist asks them whether they want a live or a dead one. They choose a live crucifix with the argument: If they wanted a dead one later they can still kill it [J1738.2]. Cf. Type 1324A*, 1829."
368,1347*,The Statues Father,"A Spaniard (farmer) threatens to smash the image of Christ (St. Anthony) if the latter does not cure his son, who is ill (help him to win a law suit). The sexton overhears the threat and tells the priest, who orders the sexton to place a smaller image in the church so that the loss will not be so great if the image is damaged. The ill son dies, and the Spaniard returns. He sees the smaller image and addresses it saying, Tell your father that I am here. I have no business with you. Cf. Type 1476A."
369,1348,The Imaginative Boy,"A braggart, usually a boastful boy, tells his companions (father) about a great number of wolves (bears, hares, thieves) which he pretends to have seen. When the number is called into question he reduces it gradually until no animal is left at all. He heard only a rustle in the bushes [W211.2]. Cf. Type 1920J."
370,1348*,The Boy with Active Imagination,"(Previously Type 2411.) A boy (man, farmhand) wants to (is supposed to) catch fish (bring back a wandering cow). His father (a farmer, someone else) asks him if he has caught any (found the cow). He answers (he did not look for the cow but found three birds instead), If I had one and then I got two more, I would have three. [W211.1]. (I see one, I hear one, and I catch one.)"
371,1348**,The Man who Believes his own Lie,"A man tells his neighbors (customers, children) that a whale has been washed up on shore (the king is coming, they can get free food or other items). When the people hurry away to take advantage of this opportunity, he runs after them, believing his own lie [X902]. Cf. Type 1860C."
372,1349*,Miscellaneous Numskull Tales,"Miscellaneous type with diverse variants. (Including the previous Types 1349A*1349C*, 1349E*1349F*, 1349H*1349K*.)"
373,1349D*,What Is Intelligence (previously What Is the Joke) Two men digging a ditch wonder why their foreman can sit in the shade with a cool drink,"One of them asks him for the reason and gets the answer, Because I got intelligence. The workman does not know what intelligence means. To explain it, the foreman holds his hand up in front of a tree and tells the workman to hit it. Right before the man hits his hand, he pulls it down, and the workman smashes his hand into the tree. The comment is, Thats intelligence. The workman returns, and asked by the other one he explains that the foreman got intelligence. His companion does not know the word either. So the first man holds his hand up in front of his face and invites his companion to hit it. He pulls his hand down and takes the blow right in his face. In some variants, a nobleman explains to a stupid farmer what a joke is (Irishman shows his companion a Yankee trick)."
374,1349G*,Cold Spell has Broken,"On a very cold winter day, a woman comes back home freezing. She is concerned about her son who is outside in the cold, and wonders if she should call him back into the house. When she sits by the stove for a while and feels warmer, she believes that the cold spell has broken and that her son can stay outside."
375,1349L*,Curing Fever by Dipping into Well,"When his mother (wife, etc.) is ill with a fever, a fool dips her into a well, because he remembers seeing a red-hot iron sickle cooled in that way [J2214.9, J2412.6]. In some variants, a fool advices a person suffering from an eye-disease to put out his eye [K1011.1], because he himself once cured his toothache by pulling out the tooth [J2412.2]."
376,1349M*,The Answered Prayer,A man without food prays to God. He accidentally gets food and thinks God has answered his prayer.
377,1349N*,The Mistaken Prescription (previously Leeches Prescribed by Doctor Eaten by Patient) [J1803,"2] This tale exists chiefly in four different forms: (1) A physician prescribes leeches to a patient. The patient does not know how to use them. He eats some of the leeches raw and asks his wife to roast the others. (2) A sick fool takes the physicians written prescription with water and gets well [J2469.2]. (3) A foolish woman reads the instruction to shake before use and shakes her ill husband instead of the medicine. (4) A foolish farmer brings a door to a pharmacist. The pharmacist is astonished and tells him that the carpenter lives across the road. The farmer answers that his wife is sick but they did not have a pencil and paper in the house, so the doctor had to write the prescription with chalk on the door."
378,1640,The Brave Tailor,"(Seven with one stroke.) A tailor kills seven flies with one blow and wears a sign on his belt, Seven at one stroke. [J115.4, K1951.1]. He goes out into the world and finds something (cheese, bird) which he puts into his pocket. He meets a giant who challenges him to prove his strength. The giant squeezes water out of a stone, and the tailor matches him by squeezing his cheese [K62] (cf. Type 1060). The giant throws a stone high into the air and the tailor throws his bird [K18.3] (cf. Type 1062). The giant orders the tailor to help him carry a tree out of the forest, so the tailor takes the top end and rides in the branches [K71] (cf. Type 1052). Using various tricks, he accomplishes other feats ([K1112] cf. Type 1051; [K63] cf. Type 1061; [K18.2] cf. Type 1063; [K72] cf. Type 1082; [K61] cf. Type 1085; [K525.1] cf. Type 1115). The tailor goes to the kings palace. The king promises the tailor his daughter in marriage and half the kingdom if he can accomplish several tasks: vanquishing two giants [K1082], catching a unicorn (the animal runs into a tree with its horn, and cannot get free) [K771], and catching a wild boar (he drives it into a church) [K731]. The tailor uses tricks to accomplish the tasks. After the tailor marries the princess, he accidentally (by speaking of needle and thread, or in his sleep) discloses his humble origin [H38.2.1]. The king sends his soldiers to take back the tailors kingdom. The tailor pretends to be asleep and brags about his heroic deeds [K1951.3]. The soldiers flee in fear [K1951.2], and the tailor keeps his kingdom."
379,1641,Doctor Know-All,"A farmer named Crab (Cricket, Rat) dresses as a doctor and calls himself Doctor Know-All [K1956]. In exchange for food and lodging for three days, he offers to discover who stole a ring (treasure) from a rich man (king). He is to be hanged if he fails. When servants enter the room (at the end of the three days), he says, That is the first (second, third). The servants believe he has discovered their theft, and admit to having stolen the ring [N611.1]. To prove his power, he must say what is inside a covered dish (closed fist). He has no idea and bemoans, Poor Crab (Cricket, Rat)! He is lucky that this is the right answer [N688]. He gives a purgative to a person whose horse had been stolen. When the person has to go outside, he discovers his missing horse [K1956.1]. Or Dr. Know-All hides the horse himself and then discovers it [K1956.2]. In variants from northern Europe, he becomes a clergyman. He impresses the local farmers with his short and incomprehensible sermons (when his pulpit suddenly collapses, because it had been sawed through. Cf. Type 1825C [K1961.1.3])."
380,1641A,Sham Physician Pretends to Diagnose Entirely from Urinanalysis,"A man posing as a physician claims to be able to diagnose by examining the patients urine. He actually depends on his own observations and makes inferences from trifling details [K1955.2]. Cf. Types 1739, 1862C."
381,1641B,Physician in Spite of Himself,"A wife who is beaten by her husband takes revenge by claiming that her husband is a famous doctor who can prescribe medicine only after he has been beaten [H916.1.1, J1545.1]. Through his foolish behavior the false doctor cures a sick princess by making her laugh so hard that the sore in her throat opens and heals [N641] (she dislodges a fish-bone from her throat)."
382,1641B*,Who Stole from the Church A man promises that in exchange for a good meal he will reveal who stole something from the church,"After he eats, he declares, They were thieves."
383,1641C,Gibberish Thought to Be Latin (previously Charcoal-burner Latin),"A farmer (charcoal burner, uneducated man) speaks (by accident) some Latin-sounding words and is taken for a clergyman or an educated person (and marries a princess) [K1961.1.2]. Cf. Types 1628, 1628*, and 1825B."
384,1641C*,Do Not Postpone till Tomorrow What You Can Do Today,"A farmer asks a seemingly-clever lawyer if he can buy some good advice (intelligence). The lawyer writes something on a piece of paper, puts it into an envelope, and gives it to the farmer. The farmer pays him for this. The following day, the farmer and his workmen cannot decide whether or not they should mow the hay (grain). The farmer opens the letter, which says, Never put off until tomorrow what you can do today. They cut the hay and store it. Suddenly it begins to rain, and they see the wisdom of the lawyers advice."
385,1641D,The Sham Physician,"A sham physician heals sick people (malingerers) by threatening to kill them if they do not get well [K1955.1]. He cures patients in a hospital by threatening to incinerate whichever of them is the sickest [K1785, K1955.1.2] or to make ointment out of his body. After he receives his reward, he goes away. Some days (one week) later the really patients come back. Cf Type 1641B."
386,1641D*,Miscellaneous Tales of Charlatans,"(Including the previous Type 1641A*.) This miscellaneous type comprises various tales dealing with a charlatan, a sham physician, or a sham wise man who pretends to be able to cure people."
387,1642,The Good Bargain,"This anecdote is comprised of various motifs and episodes from other humorous tales. A foolish farmer performs various senseless actions that turn out to be to his advantage: Because he misunderstands the croaking of frogs, he throws money into the pond for them to count [JI851.1.1]. He sells meat to a dog, expecting it to carry it to the butcher [JI852]. Or, he puts goods to be sold to a signpost [J1853, J1853.1]. When he returns for his money and does not receive it, he complains to the king (takes the dog to court) and thus causes the melancholy princess to laugh [H341] (cf. Type 559). He declines to marry her and is offered a different reward, which he promises to a guard (soldier) and a Jew. The king orders a beating instead of money, and the Jew receives the blows [K187] (cf. Type 1610) (cf. Type 1689A). The Jew takes the farmer to court, loaning him his coat (boots). At the trial, the farmer denies that he has borrowed the coat and thus renders the Jews testimony unbelievable (makes the Jew appear to be insane) [J1151.2] (cf. Type 1642A)."
388,1642A,The Borrowed Coat,"(Including the previous Types 1587**, 1789*.) A farmer (Gypsy, Jew, sexton) is summoned to court by a Jew (farmer, clergyman). The farmer refuses to go unless he has a new coat, so the Jew loans him one. In court, the farmer says the Jew is a liar. He will even say that the coat that I am wearing is his. The Jew confirms this, and all his testimony is discredited [J1151.2]. Cf. Type 1642."
389,1643,Money inside the Statue (previously The Broken Image),"A woman sends her foolish son to sell some linen (cow, other wares), telling him not to deal with people who talk too much. The son takes this literally and refuses to sell to anyone who asks the price of the cloth. He sells the cloth (cow, other goods) to a statue (crucifix) because it does not speak, and says he will come back the next day for the money. His mother is dismayed when being told at her sons stupid bargain. When he goes back to get the money, the cloth has been stolen and the statue will not speak. Angry, the son throws a stone at the statue. It breaks and inside is a pot of money (treasure) which he mistakes for beans [J1853.1.1, N510]. Cf. Type 1696."
390,1644,The Early Pupil,"An old man (farmer, workman, father) decides (is advised) to go to school (because he thinks it will make him rich). The teacher tells him that he has come too late, meaning that he is too old. Each day, the man arrives earlier. One day at dawn he finds a chest (purse) full of money [N633]. Cf. Type 1381E."
391,1645,The Treasure at Home,"A man dreams that he finds a treasure on a bridge in a distant city. He goes to find it but is unsuccessful. While he is there, he tells his dream to a man (beggar), who in turn relates a similar dream in which he found a treasure in the house of the first man. When the first man returns home, he finds the treasure there [N531.1]. Cf. Type 834."
392,1645A,Dream of Treasure Bought,"(Guntram). A king falls asleep under a tree. A servant observes an animal creep out of his mouth [E721, E730], run to a stream, and try to cross it. The servant lays his sword across the stream, and the animal runs over it and into an opening in a mountain. Later the animal goes back into the mouth of the sleeping king. The king awakes and relates that he dreamed that he went over a stream on an iron bridge and entered a mountain where he found a great treasure. The servant tells the king what he had observed. The king looks into the mountain and discovers the great treasure, which he donates to the church. In many variants, someone else buys the dream and then finds the treasure [N531.3]."
393,1645B,Dream of Marking the Treasure,"A man dreams that he finds a treasure (is told where a treasure is buried). It is too heavy for him to carry so he marks the place with his own excrement. In the morning he finds that only the end of this dream was true: he has defecated in his bed [X31]. Cf. Type 1407A*. In later European variants, a man (farmer, gambler, rich man, poor man, miser, clergyman, fool, married couple) lights a candle to the devil (saint) (cf. Type 778*). That night he dreams that the devil took him to a place where a treasure was buried. The devil tells him to mark the place with his excrement. Again, only the end of the dream is true."
394,1646,The Lucky Blow,This tale exists chiefly in two different forms: (1) A man pulls the crown (turban) off the kings head and throws it on the ground. A snake comes out of it and the king believes that the man saved his life [N656]. (2) A man is angry at the king. He drags him out of the palace and into the courtyard (to beat him). The floor of the throne room gives way and the king thinks the man has saved his life [N688.1].
395,1650,The Three Lucky Brothers,"A poor man dies, leaving his three sons only a rooster, a cat [N411.1.1] (cf. Type 545B) and something else (musical instrument, scythe [N411.2.1], rake, flail, winnowing shovel, hammer, millstone, ax, etc.). This tale exists chiefly in two different forms: (1) Each son takes his inheritance to a foreign country where it is unknown and sells it there for a fortune [N411]. A king buys the rooster because he thinks that it makes the sun rise. Fools who had used awls to harvest their grain pay generously for the scythe (cf. Types 1202, 1203, and 1203A) [N411.2]. The cat is sold at a high price in a country plagued by rats where cats were unknown (cf. Types 1281, 1651). Or, the inhabitants flee because they are afraid that the cat will devour everything, not just the rats. (2) The brothers turn their inheritance into riches by some other means. For example, the millstone falls down onto robbers who are counting their treasure; the robbers flee leaving the money behind (cf. Type 1653). Or, one brother who has inherited a rope uses it by the shore to make sandals. The devil comes out of the water and asks what he is doing, and he replies that he is making a trap for the devil (to tie the lake together). The devil offers him gold in exchange for the rope (cf. Type 1045). Or, one of the brother inherits a musical instrument (fiddle) that makes wolves dance. He is given money when he threatens to let the enchanted wolves go free (to call them back) (cf. Type 1652)."
396,1651,Whittingtons Cat,"A youth (man, merchant, poor woman) buys a cat and gives it to a merchant (gentleman) to take away on his ship (caravan) and sell (the owner himself takes it on a journey). The cat is taken to a country (island, Africa, India) where there are no cats. This country is so overrun with mice (rats, snakes) that the inhabitants cannot sleep for fear of being bitten; or, while eating, they have to defend themselves from the animals attacks with cudgels and hammers. The man demonstrates the cats ability to hunt and sells it for a high price. (The cat returns to him twice, so he is able to sell it three times.) The merchant intends not to give the money to the cats owner, but a storm (miracle) convinces him to be honest. The young man who was the cats original owner marries the merchants daughter (a princess in the foreign land) [N411.1]. Cf. Types 1281, 1650."
397,1651A,Fortune in Salt,"A man (merchant, youth) finds a country in which salt is unknown. He sells a cargo of salt for a high price and becomes rich [N411.4]."
398,1651A*,The Accidental Heiress,A woman inherits the entire wealth of a rich man because she was the only person who signed his condolence book when he died and she did so only by accident.
399,1652,The Wolves in the Stable,"A young man plays a musical instrument whose music makes wolves dance. He charms some wolves thus and then locks them up. The man who was supposed to guard the wolves and had let them out gives the young man a large sum of money to return the animals to the stable, because they belong to the ruler [K443.5]. Cf. Type 1650."
400,1653,The Robbers under the Tree,"(Including the previous Types 1653AF.) This tale exists chiefly in five different forms: (1) Travelers (a single traveler) in need of a place to spend the night climb a tree. While they are hidden in the branches, robbers (rich people) settle under the tree to count their booty (to have a feast). The people in the tree overhear the activity below and let something (e.g. a door, cf. Type 1009) fall (accidentally). It lands on the robbers, frightening them so that they flee and leave their valuables behind. The travelers keep the booty and thus become rich [K335.1.1]. Cf. Types 1009, 1650, and 1875. (2) On leaving home, a husband tells his wife (wife tells her husband, mother tells her son) to mind (shut or lock) the door, but instead she takes it with her [K1413]. At night they climb a tree. The door falls, frightening robbers who flee and leave their booty behind [K335.1.1.1]. (3) Two (more) brothers exclude their youngest brother from their thieving expeditions because they think he is a fool. In order to get his own wealth, he climbs a tree, taking a door (corpse, millstone) along with him. He lets it fall on robbers who have gathered under the tree. They run away, leaving their booty behind [K335.1.1.1, K335.1.2.1]. (Previously Types 1653B and 1653C.) Cf. Types 326B*, 1525R. (4) A person in a tree drops part of a dead animal (head, intestines, hide) on rich people (robbers) who are enjoying a feast under the tree [K335.1.1.2]. (Previously Types 1653D and 1653E.) (5) Robbers overhear a foolish man (woman) talking to himself. The robbers misinterpret the words, think they have been discovered, and flee, leaving their booty behind [K335.1, N611, N611.2, N612]. (Previously Type 1653F.)"
401,1654,The Robbers in the Death Chamber,"Two farmers (friends, poor people) disagree about a bargain (found money): one thinks he has been cheated and wants to get even, or they try to cheat each other. When the creditor demands payment (that the contract be fulfilled), the debtor pretends to be dead. He is taken to the church (temple, tomb; buried in a grave) where the creditor holds a vigil. During the night, robbers come by to divide their booty. The seemingly-dead man sits up suddenly and cries out, Get up, all you dead people! The creditor replies, Here we are! The robbers, thinking the dead are coming out after them, flee. The creditor and the debtor share their wealth [K335.1.2.2]."
402,1655,The Profitable Exchange,"A poor man finds a bean (pea, grain of millet) which is eaten by a rooster. The old woman who owns the rooster gives it to the man. When the rooster is eaten by a pig, he is given the pig. A steer (cow) kills the pig, and he takes the steer as compensation. Similarly, the man is given a horse as compensation for the steer [K251.1]. Cf. Type 170. Eventually he demands a woman (princess) as compensation and puts her into a sack. His luck turns: strangers set her free and replace her with a big dog who jumps out and attacks the man [K526]."
403,1656,How the Jews Were Lured Out of Heaven [X611],"This tale exists chiefly in two different forms: (1) In heaven, St. Peter announces that a favorite food (drink) is available elsewhere. All the members of some group (municipal council, scissors-grinders, cowherds, robbers, etc.) run out of heaven after it. In some variants, Jews are evacuated from heaven with the cry, Clothes are being auctioned off in hell! (2) A group of soldiers have entered heaven illegally. St. Peter lures them out with a simulated roll call. Or, coastal inhabitants (noisy violinists) are expelled from heaven. Cf. Types 800, 801."
404,1659,Late Satisfaction,"A man applies for a job as a hotel porter (sexton, ticket-seller for a movie theater), but he is not hired because he cannot read or write. He emigrates and, through a series of lucky circumstances, becomes wealthy. When he goes back home to visit, he stays at a hotel where he is asked to fill out a form, and it becomes obvious that he is illiterate. The porter remarks, Whatever could you have done if you had been able to read The man answers, I would have been a porter in this hotel."
405,1660,The Poor Man in Court,A poor man who has been called before a judge brings a stone in his pocket which he intends to throw at the judge if the case is decided against him. The judge thinks the man has a bribe in his pocket. He decides the case in the poor mans favor [K1765].
406,1661,The Triple Tax,"A poet (farmer) receives the right to demand a tax from the first afflicted person (hunchback, leper, one-eyed man, etc.) he meets and from everyone with a certain name and also from everyone from a certain city. When he meets the first hunchbacked person and explains the situation, it happens that the man is also of that name and from that city (suffers also from the other handicaps). The poet demands more money from him as he reveals each of these circumstances, but the hunchbacked man refuses to pay [N635, J2225]."
407,1663,Dividing Five Eggs Equally between Two Men and One Woman,"A king sets a task: five eggs must be divided among one woman and two men in such a way that each has three eggs. A clever woman solves the problem: each man gets one, because he already has two [testicles], and she herself takes the remaining three [J1249.1]. In some variants, a father gives three eggs to his three daughters. Whichever of them best multiplies her eggs will be the first to marry. The oldest gives one to her father, saying, You already have two, so that makes three. She gives one to her mother, saying, In the night, when father gives you his two eggs, you will also have three. I will keep one for myself, and when I am married I will have three eggs. Neither of her sisters is able to give so clever an answer, so she is the first to marry. Cf. Type 1533B."
408,1670*,How a Naked Soldier Became a General,"A soldier takes off his clothes to have a bath. Unexpectedly, the king comes by, and the soldier hurries naked back to his post. The king takes him home still naked and asks the women there which of them would like to marry this soldier. The daughter of a general volunteers, and the soldier is made a general [N684]."
409,1674*,Anticipatory whipping,"A teacher whips his students before they do anything wrong, so that they will learn not do anything wrong [J2175.1]."
410,1525,The Master Thief [K301],Miscellaneous type. This type refers to a cycle of related tales and is not clearly specified. It combines episodes esp. from types 1525A1525D. Cf. Type 950.
411,1525A,"Tasks for a Thief (previously Theft of Dog, Horse, Sheet, or Ring)","A good-for-nothing young man from a poor family learns the craft of stealing and comes home as a master thief. He (his father) boasts about his skill in front of the earl (godfather) [K301.1, F660.1, H915], who demands (usually) three tests [H1151]. (1) The master thief steals a horse (dog) out of a closely-guarded stall [H1151.2]. He disguises himself as an old woman (beggar) and gives liquor (a drug) to the farmhands (guards, soldiers) to make them sleep [K332]. (2) He steals the bedcover (shirt) and wedding ring of the earls wife [H1151.3, H1151.4]. He contrives that the earl shoots a corpse (straw man) and goes to bury the body. The thief tells the earls wife that the earl needs the blanket and ring for the corpse [K362.2]. (3) He traps the priest and the sexton in a sack (cf. Type 1737) and puts candles on the backs of crabs. The men take him for an angel and the lights for wandering souls (cf. Type 1740). He carries the sack to the goose house (hangs it in the bell tower or chimney). Cf. Type 1737. After these tests, the master thief is banished from the country (pardoned, rewarded). Cf. Type 328."
412,1525B,The Horse Stolen,"This tale exists chiefly in two different forms: (1) A thief pretends to show how a horse can be stolen, but actually he steals the horse himself. In some variants something else is stolen (shoes, clothing, a watch, dishes, purse, meat, etc.) [K341.8]. Cf. Types 1540, 1542. (2) In a German version the horse is stolen in a different way. A rider meets a poor beggar who asks him to retrieve his crutch, which a prankster (bad boy) had hung up in a tree. When the rider climbs the tree, the pretended cripple jumps on his horse and rides away."
413,1525C,Fishing in the Street (previously The Traveler Watches the Man Fishing in the Street),"A traveler (travelers) watches a man fishing in the street. The companions of the fisherman meanwhile rob the travelers wagon [K341.11]. Cf. Types 1382, 1525N*."
414,1525D,Theft by Distracting Attention,"A master thief (apprentice) steals an ox (ram) of a farmer (farmhand) who is going to market. The thief drops first one, then the other, of a pair of matched objects (shoes, boots, sword and sheath, knife and fork) in the road [K341.6]. The farmer passes by the first object but, when he sees the second, he goes back for the first, leaving his animal behind. The thief takes the animal. Other tricks are also used to distract the farmers attention: the master thief pretends to hang himself in the forest [K341.3] (pretends to be dead). Or he imitates the cry of the farmers animal [K341.7] or sets a rabbit (chicken) free. In other variants one of the thieves takes the bell off a sheep that is following a donkey. He ties the bell to the donkeys tail and steals the sheep. A second thief steals the donkey by offering to take care of it while the owner goes to look for his missing sheep."
415,1525E,Thieves Steal from One Another (previously The Thieves and their Pupil),"(Including the previous Types 1525H, 1525H11525H3, and 1525N.) Thieves (robbers) test their expertise through a contest in which they steal from each other [K306]. Or a new member of a band of robbers has to demonstrate his skill and outdoes his teacher [L142.1]. Cf. Type 700. This tale exists chiefly in three different forms: (1) One thief steals an egg out of a birds nest without disturbing the bird. A second thief steals the same egg from the breast (pants pocket) of the first, or steals the trousers (shoe soles) off him while he climbs up to get the egg. Or the first thief takes off his cloth in order to get the egg, and the second thief steals the cloth. (Previously Type 1525H1.) Cf. Type 653. (2) Two thieves steal a ham (butchered hog, goat) from the wife of a former member of their band. This man steals the ham from them, and finally they steal it back again [K306.1]. (Previously Type 1525H2, 1525H3.) (3) Two thieves trick each other. First, they exchange supposedly-valuable sacks which turn out to contain only worthless things (sand, hay, etc.) [J1516]. Next, they exchange jobs (tending an unmanageable cow, carrying water in a leaky pot, etc.) because each thinks the others work is easier, and both come to grief [J2431.1, K1687]. Together they find (steal) a treasure and each tries to trick the other out of his share. One hides in a chest, and the other, believing it to be full of gold, carries it home [K307.1]. (Previously Type 1525N.)"
416,1525G,The Thief in Disguise (previously The Thief Assumes Disguises),"A master thief, in order to vindicate himself and his deceased mother in the eyes of the king (his father), disguises himself (as Shiva, fakir, woman, etc.) and steals repeatedly from the king [K311]."
417,1525H,1525H4 The Youth in the Bee Hive,"A boy (thief, boaster, fool, Eulenspiegel, couple) hides (falls asleep drunk) in an empty bee hive. Two thieves come at night to steal the bees and weigh all the hives. Believing that the heaviest is the best, they carry off the one with the boy in it. He pulls the hair of one of them, who gets angry at his companion for bothering him. Then the boy pulls the hair of the other thief, who also blames his companion. The boy continues this until the thieves put down the hive to fight each other. In some variants the boy (man) does not bother the thieves. They take the hive and build a fire under it. When the boy cries out, they are frightened and run away [K335.1.6.3]."
418,1525J,Thieves Cheated of their Booty,"(Including the previous Types 1525J1 and 1525J2.) Cf. Types 1525D, 1525E, 1653, 1654, 1875. This tale exists chiefly in two different forms: (1) An uncle and his nephew (grandfather and grandson, group of thieves) steal an ox (sheep) and roast it. The nephew (apprentice thief) wants to keep all the meat for himself. He takes the hide to a waterhole. Hiding in the bushes, he beats the hide as if he himself were being beaten. He cries and shouts that it was not he but his uncle who stole the ox. The uncle thinks that the boy has been caught, so he runs away [K335.1.3]. In some variants the thieves cut the tail (head) off the ox (sheep) and stick it in the mouth (backside) of another, so that it looks as if one ox has eaten the other. Or they put the severed part in a swamp [K404.1]. When the owner swims out to get his drowned animal, they steal his clothes. Cf. Type 1004. (2) A boy (woman) tells a passing thief (soldier) that he has lost a silver cup (pail, etc.) in the well (river), and asks him to get it back for him. The thief takes off his clothes, climbs in the well, and finds nothing. When he comes back up, he finds that his clothes have been stolen [K345.2]."
