,ID,Name,Type
2114,318,The Faithless Wife,"(Including the previous Type 590A.) Introduction: Two brothers live together. The younger works for the elder, who is married. The wife attempts to seduce the younger brother but he refuses her. She complains to her husband that her brother-in-law attacked her [K2111]. The youth flees from his angry brother. In some variants, this part continues as follows: The fugitive is caught and castrated. After this he lives in a foreign city. A princess falls in love with him and marries him in spite of his mutilation. When the king learns of his son-in-laws defect, the latter has to flee. He is cured by a supernatural being and is able to return to his wife. Main part: A youth acquires magic objects, among them a magic gift (rusty sword, shirt that imparts strength) from a serpent which he rescued (by theft, by other means). Using these objects, he helps a king to be victorious and, in return, marries a princess. The princess has a lover [T232]. She persuades her husband to give her the magic objects (exchanges them) [K2213]. The husband is killed and, as he had requested, his dismembered body is loaded on his horse and carried to the serpents castle. The dead youth is resuscitated (by the serpent) and given the power of self-transformation. As a horse with a golden mane he is sold to the king. The princess recognizes the horse as her former husband and orders that it be killed. (On his advice) a maidservant catches drops of its blood which turn into a tree with golden apples. The princess recognizes the tree as her former husband, and orders that it be felled. (On his advice) the maidservant throws a chip into a pond, where it turns into a golden drake [D610]. The lover, leaving the sword and shirt behind, tries to catch the drake. The drake becomes a man and uses his magic power to kill his rival and his treacherous wife. He marries the maidservant."
2115,321,Eyes Recovered from Witch,"A youth takes service as a herdsman with a blind man (couple) whose eyes have been stolen by one or more dragon(s) (giant, witch, fairy). The youth is warned not to take his flock to pasture beyond a certain point, but he disobeys. He meets a dragon and defeats it or tricks it. He retrieves the stolen eyes [D2161.3.1.1] or receives a magic remedy which enables him to cure the blind man."
2116,322*,Magnetic Mountain Draws Everything to It,"A kings ship is drawn to a magnetic mountain and smashed to pieces, and the king is washed ashore unconscious [F754]. Advised in a dream [D1814.2, F1068], the king finds a copper bow [D1091] with three lead arrows [D1092]. As instructed he climbs the mountain without looking back [C331] or speaking [C400] and shoots a copper rider off a copper horse in a temple with copper pillars. The rider falls into the sea, and the king buries the horse. The magnetic mountain begins to sink. A copper man arrives in a copper boat and rescues the king at the last moment. In some variants, the rescuer is a giant bird."
2117,325,The Magician and his Pupil,"A father apprentices his son to a magician [D1711.0.1]. In order for the son to be released at the end of the apprenticeship, the father has to recognize him [H62.1, H161]. The youth secretly learns how to practice magic and flees, or his father identifies him among a flock of identical doves (other birds) with the help of tokens which the son (an old man) had given to him. The son is released. The father sells the youth successively as a greyhound, an ox, and a horse, but the son tells him not to sell the things that bind them (leash, yoke, bridle). Thus father and son become wealthy [D612, K252]. But at last the youth as a horse returns to the magicians influence because, contrary to instructions, the father let the magician take the bridle. So the youth loses his power and is tormented by the magician [C837]. Finally the youth succeeds in removing the bridle. He conquers the magician in a transformation combat (they change themselves into hare, fish, bird, etc.)and escapes [D722, D615.2]. At last, transformed into a ring (apple, etc.), he falls into a princesss lap. When the magician asks for the ring, the princess throws it away and grains of corn fall on the ground. The magician as a rooster is about to eat the corn, but the youth becomes a fox and bites off the roosters head [L142.2]. He marries the princess."
2118,325*,The Sorcerers Apprentice (previously Apprentice and Ghost),"A sorcerers apprentice who reads a verse from a forbidden book calls up a spirit, but cannot make him go away. When the sorcerer reads the verse backwards, the spirit disappears."
2119,325**,Sorcerer Punished,A sorcerer who committed evil deeds (e.g. killed a farmers sheep) is punished by another sorcerer (e.g. he is bewitched and grows a tail).
2120,326,The Youth Who Wanted to Learn What Fear Is,"A youth (fool) who does not know what fear is goes to find it [H1376.2]. He tries various frightening experiences without becoming afraid [H1400]: He is shaved by a barber-ghost [E571], spends the night under a gallows [H1415] or in a haunted castle [E281], plays with dead persons (bowling [E577.3], cards [E577.2]), etc. Through his fearless behavior he disenchants a castle (wins a treasure, a promised princess) [Q82]. The youth finally learns what fear is when cold water is thrown on him [H1441], fishes are put into his bed while he is asleep [H1441.1], birds fly into his face, his cut-off head is put on backwards, etc. Sometimes sexual: he finds a woman in his bed."
2121,326A*,Soul Released from Torment,"A poor soldier spends a night in a haunted house to earn a reward. He is not afraid of dragging chains, cries, falling limbs, etc. The soldier releases a restless spirit from punishment by his fearless behavior (by giving its ill-gotten gains to charity). He discovers a treasure (and may keep part of it for himself)."
2122,326B*,The Youth and the Corpse (previously The Fearless Youth),"A fearless youth carries a corpse (several corpses), frightens some robbers by pretending to eat it [K335.1.10], and takes away their booty. Using the corpse, he overpowers evil spirits, frees a princess, and marries her. Cf. Type 1653."
2123,327,The Children and the Ogre,"This type refers to a cycle of related tales. It combines episodes from types 327A, 327B, and 327C."
2124,327A,Hansel and Gretel,"A (poor) father (persuaded by the stepmother) abandons his children (a boy and a girl) in the forest [S321, S143]. Twice the children find their way back home, following scattered pebbles [R135]. On the third night, birds eat the scattered peas (bread-crumbs) [R135.1]. The children come upon a gingerbread house which belongs to a witch (ogress) [G401, F771.1.10, G412.1]. She takes them into her house. The boy is fattened [G82], while the girl must do housework. The witch asks the boy to show his finger in order to test how fat he is [G82.1], but he shows her a bone (stick) [G82.1.1]. When the witch wants to cook the boy, the sister deceives her by feigning ignorance and pushes her into the oven [G526, G512.3.2]. (The witchs son finds out that his mother has been killed and pursues the children.) The children escape, carrying the witchs treasure with them. Birds and beasts (angels) help them across water. They return home. Cf. Type 327."
2125,327B,The Brothers and the Ogre (previously The Dwarf and the Giant),"Seven (three, twelve, thirty) brothers come to an ogres house, where they are given night lodging. The ogre intends to cut off the brotherss heads. In order to recognize his own daughters, the ogre gives them nightcaps (head-scarves). One brother (often the youngest, Thumbling) detects the plan, and all brothers put on the nightcaps of the ogres daughters (exchange their caps for the daughters head-scarves, change sleeping-places with the daughters). In the night, the ogre cuts off his own daughters heads by mistake [K1611]. The brothers escape. Cf. Types 327, 1119."
2126,327C,The Devil (Witch) Carries the Hero Home in a Sack,"A witch (ogre) entices a boy (conceived by magic, Thumbling) into her bag and carries him away (from his home). By deceiving the witch (putting stones, thorns, mud, etc. in his place), the boy is able to escape twice from the bag. The third time, the witch carries him to her home. He is to be killed by the witchs daughter. The boy tricks the daughter (by making her show him how he should prepare to be killed [G526]), throws her into a pot (burns her in the oven), and serves her as a meal to her family [G61]. He taunts the witch, kills her, and returns home (sometimes with the witchs treasure)."
2127,327D,The Kiddelkaddelkar,"A boy and a girl lose their way in a forest and come to the house of an ogre. The wife protects the children, but the ogre discovers them and intends to hang them. The girl persuades the ogre to show them how it is done. Hanging himself, the ogre begs to be released and promises the children his kiddelkaddelkar, a magic cart pulled by (golden) bucks, and much treasure. The children flee and on the way ask three men not to reveal their route. The third man is so much frightened by the ogre that he betrays the children, who hide in a cave. The ogre, not suspecting the childrens presence, lies down to sleep and blocks the way out. The children kill him but cannot leave the cave for three nights until a giant bird eats the ogres corpse. Then they return to their parents with the ogres treasure."
2128,327F,The Witch and the Fisher Boy,"By imitating the words and voice of his mother who brings him food to the shore each day, a witch tries to catch a fisher boy. She succeeds after she has her tongue made thin by a smith [F556.2, K1832], and carries the boy to her home. When the witchs daughter tries to bake the boy, he pushes her into the oven [G526, G512.3.2]. The boy hides in a tree and tells the witch that she has eaten her own daughter (witch finds the daughters ring or hair). He is discovered. The witch fells the tree, but at the last moment birds rescue the boy (he makes wings for himself), and he flies home (the witch is trampled by animals, or she bursts while trying to drink the boys image reflected in the water)."
2129,327G,The Brothers at the Witchs House (previously The Boy at the Devils [Witchs] House),"A witch (devil) catches three brothers one of them a fool and fattens them. Her youngest daughter is to roast one of them. The fool pretends he does not know how to lie on the bread paddle and roasts the daughter, whom the old witch eats unwittingly. The same happens to the other two daughters [G512.3.2.1]. Then the fool kills the old witch and the three brothers make their way home carrying the witchs corpse. They climb a tree under which they see robbers. The fool drops the witchs corpse, the robbers flee, and the brothers take all their booty [K335.1.2.1]. Cf. Type 1653."
2130,328,The Boy Steals the Ogres Treasure,"(Corvetto). Introduction (sometimes missing): Three (twelve, thirteen, thirty, etc.)brothers arrive at the house of an ogre (devil). He would kill them in the night, but the smart youngest brother saves them by exchanging their caps with those of the ogres daughters. (Cf. Types 327B, 1119.) The brothers take service at the kings court. Main part: The jealous brothers claim that the youngest can steal the ogres treasures [H1151, H911]: magic horse [H1151.9], bedspread, carpet, parrot (lamp, sword [D1400.1.4.1], silver or golden poultry, musical instruments [D1233], etc.). Using tricks the youth gets these objects. Cf. Types 1525, 1525A. At last the brothers claim that the youngest can kidnap the ogre himself [H1172]. In disguise the youth tells the ogre that the thief died and persuades him to lie down in the coffin to measure it [G514.1]. The youth nails up the coffin, traps the ogre, and is given a princess as his wife. In some variants, the youth sets out to steal from the ogre in order to get revenge for former ill-treatment [G610.1] or to help a friendly king [G610.3]. In some variants, mainly from northern and north-western Europe and the Americas, the protagonist is female."
2131,328*,Three Giants with One Eye (previously A Boy Guards the Kings Garden),Two brothers lose their way in a forest (a son leaves his parents house and takes a rest while walking through a forest). They are threatened by three giants (trolls) who share only one eye which they put by turns into their foreheads [G121.1]. The brothers steal the giantseye [G612] and give it back in exchange for a rich reward of gold and silver (magic gifts).
2132,328A,Jack and the Beanstalk,"A poor boy named Jack trades his cow for some beans (his mother finds a bean while sweeping the house). One of the beans grows into a giant beanstalk [F54.2], which Jack climbs to an upper world where he finds the house of a giant. The giants wife gives him food and hides him when her husband comes home. The giant smells human flesh [G84] but his wife tells him he is mistaken [G532]. The giant eats dinner, counts his money, and then falls asleep. Jack steals the money and runs home down the beanstalk. He makes two more trips, stealing the giants hen that lays golden eggs [B103.2.1] and his self-playing harp [D1601.18]. The third time, the harp cries out and awakens the giant, who runs after Jack. Jack reaches the bottom of the beanstalk and chops it down. The giant falls to his death, and Jack and his mother have plenty of money."
2133,328A*,"Three Brothers Steal Back the Sun, Moon, and Star","Three brothers go out to retrieve the sun, the moon, and the stars which were stolen by three multi-headed dragons (devils). One of the brothers (often the son of a she-dog) defeats the dragons and releases the celestial lights. Cf. Type 300A."
2134,329,Hiding from the Princess (previously Hiding from the Devil),"A princess promises to marry whoever can hide himself so well that she cannot find him [H321]. Those who fail are beheaded (heads are displayed on stakes) [H901.1]. A (poor) youth (youngest of three brothers) undertakes the task. Because he had helped some animals (an old man), a fish hides him in his belly, an eagle behind the clouds (the sun), and a fox under the earth [D684, H982]. The princess finds him with her magic mirror (magic book) or her perfect sight. The princess gives the youth a fourth trial: He hides behind the magic mirror (under the princesss seat) or transforms himself (is transformed) and sits as a louse (sticks as a rose) in her hair, etc. [D641]. The princess cannot find him, so she grants his superiority and marries him."
2135,330,The Smith and the Devil (previously The Smith Outwits the Devil),"(Bonhomme Misre.) (Including the previous Types 330AD and 330*.) A smith, who because of poverty (other reasons) sold his soul to the devil (death) [M211], gives shelter to Christ and St. Peter during their visit on earth [K1811]. In reward, three of his wishes shall be fulfilled [Q115] (cf. Type 750A). St. Peter warns him to wish for a place in paradise, but the smith wants a tree and a bench (chair) to which people stick and a knapsack that draws people into it [J2071, D1413.1, D1413.5, D1412.1] (a pack of cards with which he shall always win [N221], etc.). Cf. Type 753A. When the devil (death) is about to carry the smith away, he sticks to the bench and the tree and has to give the smith more time to live (terminate the contract), or no one would be able to die [Z111.2]. At last the devil is put into the sack and beaten up (on the anvil) [K213]. The smith, tired of life, cannot go either to heaven or to hell [Q565]. He tricks St. Peter by pushing his knapsack into heaven, where it pulls him in [K2371.1.3] (throws his cards inside the gate of heaven and is permitted inside to pick them up). In some variants the trickster-protagonist is an allegorical figure (e.g. Misery, Envy, Poverty) who traps the devil in a tree until the devil promises him immortality. Then he sets the devil free. (Previously Type 330D.)"
2136,331,The Spirit in the Bottle,"A man (son of a woodcutter, smith, fisherman, soldier) frees an evil spirit from a vessel (bottle) out of curiosity (because he was asked by the spirit) [R181]. The spirit (which stretches out to an enormous height,) wants to take revenge for being locked for so long, and threatens to kill his rescuer. The man tricks the spirit: He pretends he does not believe that the spirit could grow small again and thus induces him to go back into the vessel [K717]. The man stoppers the bottle and the spirit is trapped. In some variants, he is released again in return for a gift (wonderful remedy, magic power [D1240, D2102]). Cf. Types 155, 735A."
2137,332,Godfather Death,"(Including the previous Types 332A* and 332B*.) A poor man with many children wants a (just) godfather for his newborn son. He refuses God (saint, devil) and chooses death (angel of death, plague) because he treats everyone alike [Z111, J486]. As a gift the father (son) receives the magic power of forecasting recovery or death, depending on whether death stands at the head or the foot of the sick persons bed [D1825.3.1]. Thus the man becomes a famous doctor and grows wealthy. The doctor betrays death (several times): When promised wealth (the princess), the doctor turns the bed and thus saves the life of a person who was supposed to die [K557] (in the doctors dying hour, death grants him time to say a last Paternoster, but the doctor does not finish the prayer [K551.1] cf. Type 1199. Death tricks the doctor into finishing the prayer.) In some variants, death shows the man his life-light in the underworld and suddenly extinguishes it [E765.1.3, K551.9]. Or the man attempts to lengthen his life by various means (usually without success). (Previously Type 332A*.) Cf. Type 1187."
2138,332C*,Immortality Won through Betrayal of Death,"This tale exists in two different forms: (1) An old soldier becomes the doorkeeper for heaven. Death asks him several times whom he should take next. God wants death to take the old people (then people in the middle of their life, then young people in succession). However, the doorkeeper wants to save his parents (wife, children), so he tells death instead to fell firs (beech-trees, oaks). God discovers this deception and shows death whom he should take next. Thus the soldier and his relatives are reunited in heaven. (In some variants, the soldier is banished to hell. Here he delivers a number of souls from purgatory and is chased away. Cf. Type 475.) (2) A prince wants to gain immortality. He travels through three different kingdoms, in which the rulers have to perform tasks which must be finished within 600 (800, 1000) years (pulling out a tree, carrying off a mountain, wearing out thousands of sewing needles). During this time death has lost his power. Each time the prince is given magic objects and asked to stay, but he travels on. Finally he arrives at the empire of immortality. After a thousand years he goes to look for his parents. The queen of immortality gives him water of life which he uses to resuscitate the deceased rulers of the three kingdoms. The prince, finding no trace of his former home and family, returns. Pursued by death, he reaches the border of the empire of immortality. In a contest with death, the queen of immortality wins the prince and they live together forever."
2139,333,Little Red Riding Hood (previously The Glutton),"(Petit Chaperon Rouge, Cappuccetto rosso, Rotkppchen.) (Including the previous Type 333A.) A little girl, called Red Riding Hood because of her red cap, is sent to her grandmother who lives in the forest and is warned not to leave the path [J21.5]. On the way she meets a wolf. The wolf learns where the girl is going, hurries on ahead, and devours the grandmother (puts her blood in a glass and her flesh in a pot). He puts on her clothes and lies down in her bed. Red Riding Hood arrives at the grandmothers house. (She has to drink the blood, eat the flesh, and lie down in the bed.) Red Riding Hood doubts whether the wolf is her grandmother and asks him about his odd big ears [Z18.1], eyes, hands, and mouth. Finally the wolf eats Red Riding Hood [K2011]. A hunter kills the wolf and cuts open his belly. Red Riding Hood and the grandmother are rescued alive [F913]. They fill the wolfs belly with stones [Q426]; he is drowned or falls to his death. Cf. Types 123, 2028. In some variants Red Riding Hood arrives at the grandmothers house before the wolf. The wolf climbs on the roof to wait until Red Riding Hood leaves. The Grandmother who had boiled sausages asks Red Riding Hood to fill the broth into a big trough in front of the house. Enticed by the smell, the wolf falls from the roof and is drowned in the trough. In an Italian version, a woman who is going to bake cakes sends out her daughter (Caterinella, Caterina, Cattarinetta) to borrow a pan. The lender, an ogre (witch, wolf), asks the girl to bring back some cakes and wine. On her way she eats the cakes, drinks the wine, and replaces them with horse-dung and urine. Angry about the trick, the ogre pursues the girl home and devours her (is not able to get into the house, is tricked out by the girls mother). (Previously Type 333A.)"
2140,334,Household of the Witch,"(Including the previous Type 333B.) A girl (woman) disregards the warning of friendly animals (parts of her body) and visits her godmother (grandmother) who is a cannibal. The girl sees many gruesome things (e.g. fence of bones, barrel full of blood, and her godmother with an animals head). When the girl tells her godmother what she has seen she is killed (devoured). Cf. Type 363."
2141,335,Deaths Messengers,"Death promises to warn a certain man before he comes to him, so the man lives happily. When death finally comes to take him, the man accuses him not having kept his promise. Death replies that he warned him with the illnesses and infirmities of old age, and takes the man away [J1051]."
2142,360,Bargain of the Three Brothers with the Devil,"Three traveling journeymen (brothers, friends) conclude an agreement with the devil: They receive a large amount of money (purse which will never be empty) on the condition that they pledge themselves always to say the same words, we three, for gold, that was right [C495.2.1, M175]. The host of an inn kills a rich merchant and accuses the journeymen. Because of their stereotyped answers they seem to confess the offence. Cf. Type 1697. The devil rescues them from the gallows [R175]. The host is hanged in their place, and the devil is satisfied to take his soul and leave the journeymen alone [K217]."
2143,361,Bear-skin,"A poor soldier sells his soul to the devil for an immense amount of money (a purse which will never be empty) [M211]. The soldiers soul will be released after he has lived for seven years without washing or combing himself [C721.1, C723.1]. The soldier helps a poor man, who agrees to let him marry one of his daughters. The two elder daughters scoff at the dirty man, but the youngest daughter agrees to marry him [L54.1]. The soldier leaves her a token (half of a ring or coin). After seven years the bargain is completed. The devil washes and dresses the soldier, and releases him. He returns to his bride as a rich gentleman and is recognized by the token. The envious elder sisters commit suicide. Thus instead of one soul the devil gets two (sometimes more) [K217]. Cf. Type 475."
2144,361*,The Wolf with an Iron Head (previously Wolf Threatens to Eat Hero),"A wolf with an iron head helps a poor man (shepherd) in distress and demands that he should not marry (threatens to eat the man and is put off until his wedding day). On the wedding day, the wolf appears again, the man flees and, after a number of adventures, finally kills the wolf with help of his dogs."
2145,362*,The Devils Kindness,The devil helps a poor man with his work (gives a poor man the treasure of a rich couple). A second man (couple) hangs himself out of envy (grief) and thus the devil receives his payment [K217].
2146,363,The Corpse-Eater (previously The Vampire),"A young woman wants to marry a man with an unusual feature (green beard, golden nose, etc.). A demonic bridegroom with these characteristics appears, and she follows him to his far-away castle. On the way she watches him eating corpses in three churches (graveyards) [G20]. Cf. Type 894. The bridegroom asks her whether she has seen anything. She says no, even when he appears in the form of her father and brother [D40, D610]. Finally, in the form of her mother, he asks her and she confesses. She is devoured (is able to flee at the last moment). Cf. Type 334."
2147,365,The Dead Bridegroom Carries Off his Bride,"(Lenore). (Including the previous Type 365A*.) A young woman mourns for her bridegroom who did not return from war (brings him back to life by magic). One night he appears, invites her to ride with him, and carries her behind on his horse. Two times he asks her whether she is afraid. She says no because her lover is with her. The third time they arrive at a graveyard. When the bridegroom wants to entice her into an open grave, she realizes that he is dead. He grasps at her and tears her clothing. The bride escapes (is pulled into the grave [E215], danced to death by the dancing dead, or torn to pieces)."
2148,366,The Man from the Gallows,"This tale exists chiefly in two different forms: (1) A man (woman, child) takes the liver (lung, heart, stomach, backside) of a corpse who has been hanged (other dead person). At home the meat is eaten (often without knowing what it is [G60]). At night the dead person appears, asks for the stolen part of his body, and punishes the perpetrator (eater) by carrying him away (to hell) or by killing him [E235.4]. (2) A child (adult person) who has lost a leg (arm) wears a golden (diamond) one as a substitute. The child dies, and the parents (servants, grave-diggers, etc.)take the golden leg. At night the dead child appears, complains about the loss of his leg [E235.4.1, E235.4.2], and receives it back."
2149,368C*,The Death of the Cruel Stepmother,"A cruel stepmother sends her stepdaughter in March to the river to wash wool. Two travelers, Christ (God) and St. Peter, help the girl, and she brings back a flower. Thus the evil stepmother thinks that spring has already begun. She drives her flock of sheep into the mountains and freezes to stone."
2150,369,The Youth on a Quest for his Lost Father,"A boy (young man) sets out to find his father who went away (disappeared) before his birth [H1381.2.2.1]. He comes to the house of an old woman (witch) and tricks her (kills her, wins a contest with her son). He finds his father (alive, dead, or transformed into an animal). The boy (a god) releases (resuscitates) his father."
